,molecule_chembl_id,molecule_pref_name,canonical_smiles,pchembl_value,standard_type,standard_relation,standard_value,standard_units,ligand_efficiency,assay_type
3524,CHEMBL2435906,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(C3CCC3)C[C@H]2c2ccccc2)CC1,7.71,IC50,=,19.5,nM,"{'bei': '14.33', 'le': '0.28', 'lle': '2.35', 'sei': '11.21'}",B
3525,CHEMBL2435892,,Cc1ncnc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(C3CCCCC3)CC2c2cccc(Cl)c2)CC1,7.71,IC50,=,19.5,nM,"{'bei': '13.59', 'le': '0.26', 'lle': '2.18', 'sei': '9.44'}",B
3526,CHEMBL2435903,,CCCN1C[C@@H](c2ccccc2)N(C2CCN(C(C)CCNC(=O)c3c(C)cc(Cl)nc3C)CC2)C1=O,7.71,IC50,=,19.4,nM,"{'bei': '14.66', 'le': '0.28', 'lle': '2.50', 'sei': '11.21'}",B
3527,CHEMBL2435868,,O=C1N(C2CCCCC2)C[C@@H](c2ccccc2)N1C1CCN(Cc2ccc(-c3cncnc3)cc2)CC1,7.72,IC50,=,18.9,nM,"{'bei': '15.58', 'le': '0.29', 'lle': '1.80', 'sei': '14.69'}",B
3528,CHEMBL2435898,,Cc1cc(F)cc(C2CN(C3CCCCC3)C(=O)N2C2CCN(C(C)CCNC(=O)c3c(C)ncnc3C)CC2)c1,7.73,IC50,=,18.5,nM,"{'bei': '13.69', 'le': '0.26', 'lle': '2.40', 'sei': '9.47'}",B
3529,CHEMBL2435880,,NC(=O)c1ccc(Oc2ccc(CN3CCC(N4C(=O)N(C5CCCCC5)C[C@H]4c4ccccc4)CC3)cc2)cc1,7.75,IC50,=,18.0,nM,"{'bei': '14.01', 'le': '0.26', 'lle': '1.39', 'sei': '9.79'}",B
3530,CHEMBL2435870,,O=C1N(C2CCCCC2)C[C@@H](c2ccccc2)N1C1CCN(Cc2ccc(-c3cccnc3)cc2)CC1,7.75,IC50,=,17.9,nM,,F
3531,CHEMBL2435868,,O=C1N(C2CCCCC2)C[C@@H](c2ccccc2)N1C1CCN(Cc2ccc(-c3cncnc3)cc2)CC1,7.76,IC50,=,17.3,nM,,F
3532,CHEMBL2435883,,Cc1ncnc(C)c1C(=O)NCC[C@H](C)N1CCC(N2C(=O)N(C3CCCCC3)C[C@H]2c2ccccc2)CC1,7.78,IC50,=,16.6,nM,"{'bei': '14.60', 'le': '0.27', 'lle': '2.90', 'sei': '9.53'}",B
3533,CHEMBL2435876,,CNC(=O)c1ccc(CN2CCC(N3C(=O)N(C4CCCCC4)C[C@H]3c3ccccc3)CC2)cc1,7.80,IC50,=,15.8,nM,,F
3534,CHEMBL2435849,,O=C(O)c1ccc(Oc2ccc(CN3CCC(N4C(=O)N(C5CCOCC5)C[C@H]4c4ccccc4)CC3)cc2)cc1,7.80,IC50,=,15.7,nM,"{'bei': '14.04', 'le': '0.26', 'lle': '2.00', 'sei': '9.45'}",B
3535,CHEMBL2435879,,CN(C)C(=O)c1ccc(Oc2ccc(CN3CCC(N4C(=O)N(C5CCCCC5)C[C@H]4c4ccccc4)CC3)cc2)cc1,7.81,IC50,=,15.5,nM,"{'bei': '13.45', 'le': '0.25', 'lle': '0.85', 'sei': '13.86'}",B
3536,CHEMBL2435873,,O=C1N(C2CCCCC2)C[C@@H](c2ccccc2)N1C1CCN(Cc2ccc(N3CCOCC3)cc2)CC1,7.82,IC50,=,15.2,nM,,F
3537,CHEMBL2435893,,Cc1ncnc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(C3CCCCC3)CC2c2cccc(F)c2)CC1,7.82,IC50,=,15.0,nM,,F
3538,CHEMBL2435909,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(CC3CCOCC3)C[C@H]2c2ccccc2)CC1,7.84,IC50,=,14.6,nM,"{'bei': '13.46', 'le': '0.26', 'lle': '2.61', 'sei': '10.04'}",B
3539,CHEMBL2435883,,Cc1ncnc(C)c1C(=O)NCC[C@H](C)N1CCC(N2C(=O)N(C3CCCCC3)C[C@H]2c2ccccc2)CC1,7.85,IC50,=,14.0,nM,"{'bei': '14.74', 'le': '0.28', 'lle': '2.97', 'sei': '9.62'}",B
3540,CHEMBL2435885,,Cc1cc(Cl)nc(C)c1C(=O)NCC[C@@H](C)N1CCC(N2C(=O)N(C3CCCCC3)C[C@H]2c2ccccc2)CC1,7.87,IC50,=,13.6,nM,"{'bei': '13.89', 'le': '0.27', 'lle': '1.73', 'sei': '11.44'}",B
3541,CHEMBL2435913,,Cc1ncnc(C)c1C(=O)NCC[C@@H](C)N1CCC(N2C(=O)N(C3CCCCC3)C[C@H]2c2ccccc2)CC1,7.87,IC50,=,13.6,nM,,F
3542,CHEMBL2435877,,O=C1N(C2CCCCC2)C[C@@H](c2ccccc2)N1C1CCN(Cc2ccc(Oc3ccccc3)cc2)CC1,7.88,IC50,=,13.3,nM,"{'bei': '15.45', 'le': '0.28', 'lle': '0.63', 'sei': '21.87'}",B
3543,CHEMBL2435881,,O=C(O)c1ccc(Oc2ccc(CN3CCC(N4C(=O)N(C5CCCCC5)C[C@H]4c4ccccc4)CC3)cc2)cc1,7.89,IC50,=,13.0,nM,"{'bei': '14.24', 'le': '0.26', 'lle': '0.94', 'sei': '10.76'}",B
3544,CHEMBL2435846,,O=C(O)c1cccc(Oc2ccc(CN3CCC(N4C(=O)N(C5CCCCC5)C[C@H]4c4ccccc4)CC3)cc2)c1,7.90,IC50,=,12.7,nM,,F
3545,CHEMBL2435867,,O=C1N(C2CCCCC2)C[C@@H](c2ccccc2)N1C1CCN(Cc2ccc(-c3ccccc3)cc2)CC1,7.91,IC50,=,12.4,nM,,F
3546,CHEMBL2435890,,Cc1cccc(C2CN(C3CCCCC3)C(=O)N2C2CCN(C(C)CCNC(=O)c3c(C)ncnc3C)CC2)c1,7.93,IC50,=,11.7,nM,"{'bei': '14.51', 'le': '0.27', 'lle': '2.74', 'sei': '9.71'}",B
3547,CHEMBL2435878,,CNC(=O)c1ccc(Oc2ccc(CN3CCC(N4C(=O)N(C5CCCCC5)C[C@H]4c4ccccc4)CC3)cc2)cc1,7.94,IC50,=,11.6,nM,,F
3548,CHEMBL2435904,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(C(C)C)C[C@H]2c2ccccc2)CC1,7.95,IC50,=,11.2,nM,"{'bei': '15.11', 'le': '0.29', 'lle': '2.74', 'sei': '11.56'}",B
3549,CHEMBL2435891,,Cc1ncnc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(C3CCCCC3)CC2c2cccc(Br)c2)CC1,7.98,IC50,=,10.4,nM,"{'bei': '13.05', 'le': '0.27', 'lle': '2.34', 'sei': '9.77'}",B
3550,CHEMBL2435878,,CNC(=O)c1ccc(Oc2ccc(CN3CCC(N4C(=O)N(C5CCCCC5)C[C@H]4c4ccccc4)CC3)cc2)cc1,8.02,IC50,=,9.6,nM,"{'bei': '14.15', 'le': '0.26', 'lle': '1.41', 'sei': '12.31'}",B
3551,CHEMBL2435886,,Cc1cc(Cl)nc(C)c1C(=O)NCC[C@H](C)N1CCC(N2C(=O)N(C3CCCCC3)C[C@H]2c2ccccc2)CC1,8.02,IC50,=,9.6,nM,"{'bei': '14.16', 'le': '0.27', 'lle': '1.88', 'sei': '11.66'}",B
3552,CHEMBL2435863,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(Cc3cccnc3)C[C@H]2c2ccccc2)CC1,8.03,IC50,=,9.3,nM,"{'bei': '13.96', 'le': '0.27', 'lle': '2.63', 'sei': '9.83'}",B
3553,CHEMBL2435860,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(Cc3ccccc3)C[C@H]2c2ccccc2)CC1,8.05,IC50,=,9.0,nM,"{'bei': '14.01', 'le': '0.27', 'lle': '2.05', 'sei': '11.70'}",B
3554,CHEMBL2435908,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2ccccc2)CC1,8.07,IC50,=,8.6,nM,"{'bei': '14.20', 'le': '0.28', 'lle': '3.09', 'sei': '10.34'}",B
3555,CHEMBL2435862,,Cc1ccncc1CN1C[C@@H](c2ccccc2)N(C2CCN(C(C)CCNC(=O)c3c(C)cc(Cl)nc3C)CC2)C1=O,8.10,IC50,=,8.0,nM,"{'bei': '13.74', 'le': '0.26', 'lle': '2.39', 'sei': '9.91'}",B
3556,CHEMBL2435859,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(CC3CCCCC3)C[C@H]2c2ccccc2)CC1,8.11,IC50,=,7.7,nM,"{'bei': '13.98', 'le': '0.27', 'lle': '1.73', 'sei': '11.80'}",B
3557,CHEMBL2435879,,CN(C)C(=O)c1ccc(Oc2ccc(CN3CCC(N4C(=O)N(C5CCCCC5)C[C@H]4c4ccccc4)CC3)cc2)cc1,8.12,IC50,=,7.5,nM,,F
3558,CHEMBL2435903,,CCCN1C[C@@H](c2ccccc2)N(C2CCN(C(C)CCNC(=O)c3c(C)cc(Cl)nc3C)CC2)C1=O,8.12,IC50,=,7.5,nM,,F
3559,CHEMBL2435898,,Cc1cc(F)cc(C2CN(C3CCCCC3)C(=O)N2C2CCN(C(C)CCNC(=O)c3c(C)ncnc3C)CC2)c1,8.15,IC50,=,7.1,nM,,F
3560,CHEMBL2435880,,NC(=O)c1ccc(Oc2ccc(CN3CCC(N4C(=O)N(C5CCCCC5)C[C@H]4c4ccccc4)CC3)cc2)cc1,8.16,IC50,=,6.9,nM,,F
3561,CHEMBL2435850,,O=C(O)c1ccc(Oc2ccc(CN3CCC(N4C(=O)N(C5CCOCC5)C[C@H]4c4ccccc4)CC3)cn2)cc1,8.18,IC50,=,6.6,nM,"{'bei': '14.70', 'le': '0.27', 'lle': '2.99', 'sei': '8.57'}",B
3562,CHEMBL2435881,,O=C(O)c1ccc(Oc2ccc(CN3CCC(N4C(=O)N(C5CCCCC5)C[C@H]4c4ccccc4)CC3)cc2)cc1,8.19,IC50,=,6.4,nM,,F
3563,CHEMBL2435903,,CCCN1C[C@@H](c2ccccc2)N(C2CCN(C(C)CCNC(=O)c3c(C)cc(Cl)nc3C)CC2)C1=O,8.19,IC50,=,6.4,nM,"{'bei': '15.57', 'le': '0.30', 'lle': '2.98', 'sei': '11.91'}",B
3564,CHEMBL2435908,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2ccccc2)CC1,8.20,IC50,=,6.3,nM,,F
3565,CHEMBL2435890,,Cc1cccc(C2CN(C3CCCCC3)C(=O)N2C2CCN(C(C)CCNC(=O)c3c(C)ncnc3C)CC2)c1,8.22,IC50,=,6.0,nM,,F
3566,CHEMBL2435861,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(Cc3ccccn3)C[C@H]2c2ccccc2)CC1,8.23,IC50,=,5.9,nM,"{'bei': '14.31', 'le': '0.27', 'lle': '2.83', 'sei': '10.08'}",B
3567,CHEMBL2435847,,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCC(N3C(=O)N(C4CCCCC4)C[C@H]3c3ccccc3)CC2)CC1,8.24,IC50,=,5.8,nM,,F
3568,CHEMBL2435892,,Cc1ncnc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(C3CCCCC3)CC2c2cccc(Cl)c2)CC1,8.24,IC50,=,5.8,nM,,F
3569,CHEMBL2435864,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(Cc3ccncc3)C[C@H]2c2ccccc2)CC1,8.24,IC50,=,5.7,nM,"{'bei': '14.33', 'le': '0.27', 'lle': '2.84', 'sei': '10.09'}",B
3570,CHEMBL2435904,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(C(C)C)C[C@H]2c2ccccc2)CC1,8.28,IC50,=,5.3,nM,,F
3571,CHEMBL2435891,,Cc1ncnc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(C3CCCCC3)CC2c2cccc(Br)c2)CC1,8.29,IC50,=,5.1,nM,,F
3572,CHEMBL2435897,,Cc1cc(C)cc(C2CN(C3CCCCC3)C(=O)N2C2CCN(C(C)CCNC(=O)c3c(C)ncnc3C)CC2)c1,8.33,IC50,=,4.7,nM,,F
3573,CHEMBL2435883,,Cc1ncnc(C)c1C(=O)NCC[C@H](C)N1CCC(N2C(=O)N(C3CCCCC3)C[C@H]2c2ccccc2)CC1,8.36,IC50,=,4.4,nM,,F
3574,CHEMBL2435848,,Cc1cc(Cl)nc(C)c1C(=O)N1CCC(C)(N2CCC(N3C(=O)N(C4CCCCC4)C[C@H]3c3ccccc3)CC2)CC1,8.38,IC50,=,4.2,nM,,F
3575,CHEMBL2435905,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(C(C)(C)C)C[C@H]2c2ccccc2)CC1,8.42,IC50,=,3.8,nM,"{'bei': '15.59', 'le': '0.30', 'lle': '2.82', 'sei': '12.24'}",B
3576,CHEMBL2435866,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(Cc3ccc(C(=O)O)cc3)C[C@H]2c2ccccc2)CC1,8.44,IC50,=,3.6,nM,,F
3577,CHEMBL2435905,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(C(C)(C)C)C[C@H]2c2ccccc2)CC1,8.44,IC50,=,3.6,nM,,F
3578,CHEMBL2435863,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(Cc3cccnc3)C[C@H]2c2ccccc2)CC1,8.47,IC50,=,3.4,nM,,F
3579,CHEMBL2435861,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(Cc3ccccn3)C[C@H]2c2ccccc2)CC1,8.54,IC50,=,2.9,nM,,F
3580,CHEMBL2435892,,Cc1ncnc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(C3CCCCC3)CC2c2cccc(Cl)c2)CC1,8.60,IC50,=,2.5,nM,"{'bei': '15.17', 'le': '0.29', 'lle': '3.07', 'sei': '10.53'}",B
3581,CHEMBL2435912,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(C3CCCCC3)CC2c2ccsc2)CC1,8.62,IC50,=,2.4,nM,,F
3582,CHEMBL2435906,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(C3CCC3)C[C@H]2c2ccccc2)CC1,8.64,IC50,=,2.3,nM,,F
3583,CHEMBL2435859,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(CC3CCCCC3)C[C@H]2c2ccccc2)CC1,8.74,IC50,=,1.8,nM,,F
3584,CHEMBL2435847,,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCC(N3C(=O)N(C4CCCCC4)C[C@H]3c3ccccc3)CC2)CC1,8.77,IC50,=,1.7,nM,"{'bei': '15.69', 'le': '0.29', 'lle': '3.41', 'sei': '12.03'}",B
3585,CHEMBL2435862,,Cc1ccncc1CN1C[C@@H](c2ccccc2)N(C2CCN(C(C)CCNC(=O)c3c(C)cc(Cl)nc3C)CC2)C1=O,8.77,IC50,=,1.7,nM,"{'bei': '14.88', 'le': '0.29', 'lle': '3.06', 'sei': '10.74'}",B
3586,CHEMBL2435906,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(C3CCC3)C[C@H]2c2ccccc2)CC1,8.77,IC50,=,1.7,nM,"{'bei': '16.30', 'le': '0.32', 'lle': '3.41', 'sei': '12.75'}",B
3587,CHEMBL2435886,,Cc1cc(Cl)nc(C)c1C(=O)NCC[C@H](C)N1CCC(N2C(=O)N(C3CCCCC3)C[C@H]2c2ccccc2)CC1,8.82,IC50,=,1.5,nM,,F
3588,CHEMBL2435885,,Cc1cc(Cl)nc(C)c1C(=O)NCC[C@@H](C)N1CCC(N2C(=O)N(C3CCCCC3)C[C@H]2c2ccccc2)CC1,8.82,IC50,=,1.5,nM,,F
3589,CHEMBL2435855,,Cc1nc(Oc2ccc(C(=O)O)cc2)ccc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2cccc(F)c2)CC1,8.82,IC50,=,1.5,nM,"{'bei': '14.99', 'le': '0.28', 'lle': '3.18', 'sei': '9.25'}",B
3590,CHEMBL2435852,,Cc1nc(Oc2ccc(C(=O)O)cc2)ccc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2ccccc2)CC1,8.85,IC50,=,1.4,nM,"{'bei': '15.51', 'le': '0.29', 'lle': '3.35', 'sei': '9.28'}",B
3591,CHEMBL2435860,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(Cc3ccccc3)C[C@H]2c2ccccc2)CC1,8.89,IC50,=,1.3,nM,,F
3592,CHEMBL2435843,,CNC(=O)c1ccc(Oc2ccc(CN3CCC(N4C(=O)N(C5CCOCC5)C[C@H]4c4ccccc4)CC3)c(C)n2)cc1,8.89,IC50,=,1.3,nM,"{'bei': '15.22', 'le': '0.28', 'lle': '3.73', 'sei': '10.19'}",B
3593,CHEMBL2435851,,O=C(O)c1ccc(Oc2ccc(CN3CCC(N4C(=O)N(C5CCOCC5)C[C@H]4c4cccc(Cl)c4)CC3)cn2)cc1,8.89,IC50,=,1.3,nM,"{'bei': '15.03', 'le': '0.29', 'lle': '3.04', 'sei': '9.31'}",B
3594,CHEMBL2435862,,Cc1ccncc1CN1C[C@@H](c2ccccc2)N(C2CCN(C(C)CCNC(=O)c3c(C)cc(Cl)nc3C)CC2)C1=O,8.92,IC50,=,1.2,nM,,F
3595,CHEMBL2435860,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(Cc3ccccc3)C[C@H]2c2ccccc2)CC1,8.92,IC50,=,1.2,nM,"{'bei': '15.54', 'le': '0.30', 'lle': '2.92', 'sei': '12.97'}",B
3596,CHEMBL2435885,,Cc1cc(Cl)nc(C)c1C(=O)NCC[C@@H](C)N1CCC(N2C(=O)N(C3CCCCC3)C[C@H]2c2ccccc2)CC1,8.92,IC50,=,1.2,nM,"{'bei': '15.76', 'le': '0.30', 'lle': '2.78', 'sei': '12.97'}",B
3597,CHEMBL2435858,,Cc1nc(Oc2ccc(C(N)=O)cc2)ccc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2ccccc2)CC1,8.96,IC50,=,1.1,nM,"{'bei': '15.72', 'le': '0.29', 'lle': '4.06', 'sei': '8.85'}",B
3598,CHEMBL2435854,,Cc1cccc([C@@H]2CN(C3CCOCC3)C(=O)N2C2CCN(Cc3ccc(Oc4ccc(C(=O)O)cc4)nc3C)CC2)c1,8.96,IC50,=,1.1,nM,"{'bei': '15.32', 'le': '0.28', 'lle': '3.15', 'sei': '9.39'}",B
3599,CHEMBL2435909,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(CC3CCOCC3)C[C@H]2c2ccccc2)CC1,8.96,IC50,=,1.1,nM,"{'bei': '15.39', 'le': '0.30', 'lle': '3.73', 'sei': '11.48'}",B
3600,CHEMBL2435866,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(Cc3ccc(C(=O)O)cc3)C[C@H]2c2ccccc2)CC1,9.00,IC50,=,1.0,nM,"{'bei': '14.56', 'le': '0.28', 'lle': '3.30', 'sei': '8.48'}",B
3601,CHEMBL2435864,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(Cc3ccncc3)C[C@H]2c2ccccc2)CC1,9.00,IC50,=,1.0,nM,"{'bei': '15.65', 'le': '0.30', 'lle': '3.60', 'sei': '11.02'}",B
3602,CHEMBL2435907,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(C3CCCC3)C[C@H]2c2ccccc2)CC1,9.05,IC50,=,0.9,nM,,F
3603,CHEMBL2435845,,Cc1nc(Nc2ccc(C(=O)O)cc2)ncc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2cccc(Cl)c2)CC1,9.05,IC50,=,0.9,nM,"{'bei': '14.95', 'le': '0.29', 'lle': '3.55', 'sei': '8.14'}",B
3604,CHEMBL2435844,,O=C(O)c1ccc(Sc2ncc(CN3CCC(N4C(=O)N(C5CCOCC5)C[C@H]4c4cccc(Cl)c4)CC3)cn2)cc1,9.05,IC50,=,0.9,nM,"{'bei': '14.87', 'le': '0.29', 'lle': '3.45', 'sei': '9.13'}",B
3605,CHEMBL2434978,,O=C(O)c1ccc(Sc2ccc(CN3CCC(N4C(=O)N(C5CCOCC5)C[C@H]4c4ccccc4)CC3)cn2)cc1,9.05,IC50,=,0.9,nM,"{'bei': '15.79', 'le': '0.30', 'lle': '3.50', 'sei': '10.49'}",B
3606,CHEMBL2435859,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(CC3CCCCC3)C[C@H]2c2ccccc2)CC1,9.05,IC50,=,0.9,nM,"{'bei': '15.59', 'le': '0.30', 'lle': '2.67', 'sei': '13.15'}",B
3607,CHEMBL2435907,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(C3CCCC3)C[C@H]2c2ccccc2)CC1,9.05,IC50,=,0.9,nM,"{'bei': '16.38', 'le': '0.32', 'lle': '3.30', 'sei': '13.15'}",B
3608,CHEMBL2435912,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(C3CCCCC3)CC2c2ccsc2)CC1,9.05,IC50,=,0.9,nM,"{'bei': '15.81', 'le': '0.32', 'lle': '2.85', 'sei': '13.15'}",B
3609,CHEMBL2435864,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(Cc3ccncc3)C[C@H]2c2ccccc2)CC1,9.10,IC50,=,0.8,nM,,F
3610,CHEMBL2435909,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(CC3CCOCC3)C[C@H]2c2ccccc2)CC1,9.10,IC50,=,0.8,nM,,F
3611,CHEMBL2435856,,CCc1nc(Oc2ccc(C(=O)O)cc2)ccc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2ccccc2)CC1,9.15,IC50,=,0.7,nM,"{'bei': '15.66', 'le': '0.29', 'lle': '3.39', 'sei': '9.59'}",B
3612,CHEMBL2435853,,Cc1nc(Oc2ccc(C(=O)O)cc2)ccc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2cccc(Cl)c2)CC1,9.22,IC50,=,0.6,nM,"{'bei': '15.24', 'le': '0.29', 'lle': '3.06', 'sei': '9.66'}",B
3613,CHEMBL2435886,,Cc1cc(Cl)nc(C)c1C(=O)NCC[C@H](C)N1CCC(N2C(=O)N(C3CCCCC3)C[C@H]2c2ccccc2)CC1,9.30,IC50,=,0.5,nM,"{'bei': '16.43', 'le': '0.32', 'lle': '3.16', 'sei': '13.52'}",B
3614,CHEMBL2435857,,Cc1nc(Sc2ccc(C(=O)O)cc2)ccc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2ccccc2)CC1,9.40,IC50,=,0.4,nM,"{'bei': '16.02', 'le': '0.31', 'lle': '3.54', 'sei': '10.90'}",B
3615,CHEMBL2435848,,Cc1cc(Cl)nc(C)c1C(=O)N1CCC(C)(N2CCC(N3C(=O)N(C4CCCCC4)C[C@H]3c3ccccc3)CC2)CC1,9.52,IC50,=,0.3,nM,"{'bei': '16.08', 'le': '0.31', 'lle': '2.90', 'sei': '15.87'}",B
3616,CHEMBL2435882,,Cc1ncnc(C)c1C(=O)NCC[C@@H](C)N1CCC(N2C(=O)N(C3CCCCC3)C[C@@H]2c2ccccc2)CC1,,IC50,>,16000.0,nM,,F
3617,CHEMBL2435875,,Cc1ccccc1N1CCC(CN2CCC(N3C(=O)N(C4CCCCC4)C[C@H]3c3ccccc3)CC2)CC1,,IC50,>,1000.0,nM,,B
3618,CHEMBL2435848,,Cc1cc(Cl)nc(C)c1C(=O)N1CCC(C)(N2CCC(N3C(=O)N(C4CCCCC4)C[C@H]3c3ccccc3)CC2)CC1,,IC50,,,,,B
3619,CHEMBL2435847,,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCC(N3C(=O)N(C4CCCCC4)C[C@H]3c3ccccc3)CC2)CC1,,IC50,,,,,B
3620,CHEMBL2435846,,O=C(O)c1cccc(Oc2ccc(CN3CCC(N4C(=O)N(C5CCCCC5)C[C@H]4c4ccccc4)CC3)cc2)c1,,IC50,,,,,B
3621,CHEMBL2435875,,Cc1ccccc1N1CCC(CN2CCC(N3C(=O)N(C4CCCCC4)C[C@H]3c3ccccc3)CC2)CC1,,IC50,,,,,B
3622,CHEMBL2435873,,O=C1N(C2CCCCC2)C[C@@H](c2ccccc2)N1C1CCN(Cc2ccc(N3CCOCC3)cc2)CC1,,IC50,,,,,B
3623,CHEMBL2435872,,Cn1nnc(-c2ccc(CN3CCC(N4C(=O)N(C5CCCCC5)C[C@H]4c4ccccc4)CC3)cc2)n1,,IC50,,,,,B
3624,CHEMBL2435884,,Cc1ncnc(C)c1C(=O)NCC[C@H](C)N1CCC(N2C(=O)N(C3CCCCC3)C[C@@H]2c2ccccc2)CC1,,IC50,,,,,B
3625,CHEMBL2435882,,Cc1ncnc(C)c1C(=O)NCC[C@@H](C)N1CCC(N2C(=O)N(C3CCCCC3)C[C@@H]2c2ccccc2)CC1,,IC50,,,,,B
3626,CHEMBL2435912,,Cc1cc(Cl)nc(C)c1C(=O)NCCC(C)N1CCC(N2C(=O)N(C3CCCCC3)CC2c2ccsc2)CC1,,IC50,,,,,B
3627,CHEMBL2436718,,CC(=O)Nc1ccc(CN2CCC(c3ccc(OC(C)C)c(NC(=O)c4cnccn4)c3)CC2)cc1,4.05,IC50,=,88100.0,nM,,F
3628,CHEMBL2436717,,CC(C)Oc1ccc(C2CCN(Cc3ccc(N)cc3)CC2)cc1NC(=O)c1cnccn1,4.11,IC50,=,77800.0,nM,,F
3629,CHEMBL2436716,,CC(C)Oc1ccc(C2CCN(Cc3ccc([N+](=O)[O-])cc3)CC2)cc1NC(=O)c1cnccn1,4.18,IC50,=,65700.0,nM,,F
3630,CHEMBL2436715,,CCN(CC)c1ccc(CN2CCC(c3ccc(OC(C)C)c(NC(=O)c4cnccn4)c3)CC2)cc1,4.21,IC50,=,61000.0,nM,,F
3631,CHEMBL2436714,,CC(=O)Nc1ccc(CN2CCC(c3ccc(OC(C)C)c(NC(=O)c4ccccc4)c3)CC2)cc1,4.04,IC50,=,92200.0,nM,,F
3632,CHEMBL2436713,,CC(C)Oc1ccc(C2CCN(Cc3ccc(N)cc3)CC2)cc1NC(=O)c1ccccc1,4.18,IC50,=,66200.0,nM,,F
3633,CHEMBL2436712,,CC(C)Oc1ccc(C2CCN(Cc3ccc([N+](=O)[O-])cc3)CC2)cc1NC(=O)c1ccccc1,4.35,IC50,=,45000.0,nM,,F
3634,CHEMBL2436711,,CCN(CC)c1ccc(CN2CCC(c3ccc(OC(C)C)c(NC(=O)c4ccccc4)c3)CC2)cc1,,IC50,=,138000.0,nM,,F
