,molecule_chembl_id,molecule_pref_name,canonical_smiles,pchembl_value,standard_type,standard_relation,standard_value,standard_units,ligand_efficiency,assay_type
396,CHEMBL314486,,O=S(=O)(NC[C@@H](CCN1CCC2(CC1)CSc1ccccc12)c1ccc(Cl)c(Cl)c1)c1ccccc1,5.80,IC50,=,1600.0,nM,"{'bei': '10.32', 'le': '0.22', 'lle': '-0.79', 'sei': '11.73'}",B
397,CHEMBL88319,,O=C(OC[C@@H](CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1ccc(Cl)c(Cl)c1)c1ccccc1,8.40,IC50,=,4.0,nM,"{'bei': '15.48', 'le': '0.32', 'lle': '1.92', 'sei': '15.97'}",B
398,CHEMBL86419,,COc1ccc(S(=O)(=O)N(C)C[C@@H](CCN2CCC3(CC2)C[S+]([O-])c2ccccc23)c2ccc(Cl)c(Cl)c2)cc1,7.40,IC50,=,40.0,nM,"{'bei': '11.90', 'le': '0.25', 'lle': '1.45', 'sei': '10.15'}",B
399,CHEMBL330570,,CN(C[C@@H](CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1ccc(Cl)c(Cl)c1)S(=O)(=O)c1ccc(-c2ccccc2)cc1,7.40,IC50,=,40.0,nM,"{'bei': '11.08', 'le': '0.23', 'lle': '-0.21', 'sei': '11.62'}",B
400,CHEMBL421356,,CN(C[C@@H](CCN1CCC2(CC1)CS(=O)(=O)c1ccccc12)c1ccc(Cl)c(Cl)c1)S(=O)(=O)c1ccccc1,7.00,IC50,=,100.0,nM,"{'bei': '11.52', 'le': '0.25', 'lle': '1.39', 'sei': '9.36'}",B
401,CHEMBL87167,,CN(C[C@@H](CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1ccc(Cl)c(Cl)c1)S(=O)(=O)C1CCCC1,7.00,IC50,=,100.0,nM,"{'bei': '11.99', 'le': '0.26', 'lle': '1.17', 'sei': '10.99'}",B
402,CHEMBL88261,,CN(C[C@@H](CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1ccc(Cl)c(Cl)c1)S(=O)(=O)c1ccccc1Cl,7.10,IC50,=,80.0,nM,"{'bei': '11.34', 'le': '0.25', 'lle': '0.50', 'sei': '11.14'}",B
403,CHEMBL90272,,CN(C)S(=O)(=O)N(C)C[C@@H](CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1ccc(Cl)c(Cl)c1,6.47,IC50,=,340.0,nM,"{'bei': '11.58', 'le': '0.25', 'lle': '2.11', 'sei': '9.67'}",B
404,CHEMBL88159,,CN(C[C@@H](CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1ccc(Cl)c(Cl)c1)S(=O)(=O)Cc1ccccc1,6.23,IC50,=,590.0,nM,"{'bei': '10.29', 'le': '0.22', 'lle': '0.15', 'sei': '9.78'}",B
405,CHEMBL88344,,CN(C[C@@H](CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1ccc(Cl)c(Cl)c1)S(=O)(=O)c1cccc(Cl)c1,7.16,IC50,=,70.0,nM,"{'bei': '11.43', 'le': '0.25', 'lle': '0.55', 'sei': '11.24'}",B
406,CHEMBL89221,,CN(C[C@@H](CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1ccc(Cl)c(Cl)c1)S(C)(=O)=O,6.07,IC50,=,850.0,nM,"{'bei': '11.46', 'le': '0.25', 'lle': '1.56', 'sei': '9.53'}",B
407,CHEMBL90385,,CN(C[C@@H](CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1ccc(Cl)c(Cl)c1)S(=O)(=O)c1ccc2[nH]ccc2c1,7.16,IC50,=,70.0,nM,"{'bei': '11.35', 'le': '0.24', 'lle': '0.73', 'sei': '9.00'}",B
408,CHEMBL420057,,CN(C[C@@H](CCN1CCC2(CC1)CSc1ccccc12)c1ccc(Cl)c(Cl)c1)S(=O)(=O)c1ccccc1,6.00,IC50,=,1000.0,nM,"{'bei': '10.42', 'le': '0.22', 'lle': '-0.93', 'sei': '14.77'}",B
409,CHEMBL421168,,CCN(C[C@@H](CCN1CCC2(CC1)CSc1ccccc12)c1ccc(Cl)c(Cl)c1)S(=O)(=O)c1ccccc1,5.00,IC50,=,10000.0,nM,"{'bei': '8.48', 'le': '0.18', 'lle': '-2.32', 'sei': '12.31'}",B
410,CHEMBL315707,,[O-][S+]1CC2(CCN(CC[C@H](COCc3ccccc3)c3ccc(Cl)c(Cl)c3)CC2)c2ccccc21,8.40,IC50,=,4.0,nM,"{'bei': '15.89', 'le': '0.33', 'lle': '1.56', 'sei': '23.64'}",B
411,CHEMBL90620,,CN(C[C@@H](CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1ccc(Cl)c(Cl)c1)S(=O)(=O)c1ccc(Cl)cc1,7.40,IC50,=,40.0,nM,"{'bei': '11.82', 'le': '0.26', 'lle': '0.80', 'sei': '11.62'}",B
412,CHEMBL305026,,Cc1cccc(C)c1C(=O)N1CCC(N2CCN([C@@H](C)c3ccc(S(=O)(=O)c4ccc5c(c4)OCO5)cc3)[C@H](C)C2)CC1,6.36,IC50,=,440.0,nM,"{'bei': '10.53', 'le': '0.20', 'lle': '1.12', 'sei': '8.01'}",B
413,CHEMBL70124,,Cc1ccccc1C(=O)N1CCC(N2CCN([C@@H](C)c3ccc(Cc4ccc5c(c4)OCO5)cc3)[C@@H](C)C2)CC1,7.05,IC50,=,90.0,nM,"{'bei': '13.05', 'le': '0.24', 'lle': '1.36', 'sei': '15.57'}",B
414,CHEMBL330528,,O=S(=O)(c1ccccc1)N1C[C@H](CN2CCC3(CC2)C[S+]([O-])c2ccccc23)[C@@H](c2ccccc2)C1,7.58,IC50,=,26.0,nM,"{'bei': '14.57', 'le': '0.29', 'lle': '3.34', 'sei': '11.91'}",B
415,CHEMBL33335,,O=S1(=O)CC2(CCN(C[C@@H]3CN(S(=O)(=O)c4ccccc4)C[C@@H]3c3ccccc3)CC2)c2ccccc21,,IC50,>,10000.0,nM,,B
416,CHEMBL431111,,O=S1(=O)CC2(CCN(C[C@H]3CN(S(=O)(=O)c4ccccc4)C[C@@H]3c3ccccc3)CC2)c2ccccc21,6.77,IC50,=,170.0,nM,"{'bei': '12.61', 'le': '0.25', 'lle': '2.86', 'sei': '9.06'}",B
417,CHEMBL408438,,CN(CC(CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1ccccc1)S(=O)(=O)c1ccccc1,7.17,IC50,=,68.0,nM,"{'bei': '13.71', 'le': '0.27', 'lle': '2.53', 'sei': '11.26'}",B
418,CHEMBL284487,,O=S(=O)(c1ccccc1)N1C[C@@H](CN2CCC3(CC2)CSc2ccccc23)[C@@H](c2ccccc2)C1,,IC50,>,10000.0,nM,,B
419,CHEMBL330528,,O=S(=O)(c1ccccc1)N1C[C@H](CN2CCC3(CC2)C[S+]([O-])c2ccccc23)[C@@H](c2ccccc2)C1,6.92,IC50,=,120.0,nM,"{'bei': '13.29', 'le': '0.26', 'lle': '2.67', 'sei': '10.87'}",B
420,CHEMBL287515,,O=S(=O)(c1ccccc1)N1C[C@H](CN2CCC3(CC2)CSc2ccccc23)[C@@H](c2ccccc2)C1,,IC50,>,10000.0,nM,,B
421,CHEMBL431111,,O=S1(=O)CC2(CCN(C[C@H]3CN(S(=O)(=O)c4ccccc4)C[C@@H]3c3ccccc3)CC2)c2ccccc21,7.31,IC50,=,49.0,nM,"{'bei': '13.62', 'le': '0.27', 'lle': '3.40', 'sei': '9.78'}",B
422,CHEMBL284380,,O=S(=O)(c1ccccc1)N1C[C@@H](CN2CCC3(CC2)C[S+]([O-])c2ccccc23)[C@@H](c2ccccc2)C1,5.46,IC50,=,3500.0,nM,"{'bei': '10.48', 'le': '0.21', 'lle': '1.21', 'sei': '8.57'}",B
423,CHEMBL33330,,O=S1(=O)CC2(CCN(C[C@@H]3CN(S(=O)(=O)c4ccccc4)C[C@H]3c3ccccc3)CC2)c2ccccc21,,IC50,>,10000.0,nM,,B
424,CHEMBL328297,,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(C[C@H]2CN(C(=O)c3ccccc3Cl)C[C@@H]2c2ccccc2)CC1,9.10,IC50,=,0.8,nM,"{'bei': '14.74', 'le': '0.28', 'lle': '2.71', 'sei': '9.45'}",B
425,CHEMBL103813,,OC[C@H](C1CCCCC1)N1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,9.00,IC50,=,1.0,nM,"{'bei': '17.83', 'le': '0.33', 'lle': '3.51', 'sei': '19.17'}",B
426,CHEMBL319689,,O=C(O)c1ccc(CCCC2(O)CCN(C[C@H]3CN(CC4CCCCC4)C[C@@H]3c3ccccc3)CC2)cc1,8.00,IC50,=,10.0,nM,"{'bei': '15.42', 'le': '0.29', 'lle': '2.17', 'sei': '12.50'}",B
427,CHEMBL320149,,O=C(O)CCc1ccc(CCCC2(O)CCN(C[C@H]3CN(CC4CCCCC4)C[C@@H]3c3ccccc3)CC2)cc1,8.70,IC50,=,2.0,nM,"{'bei': '15.91', 'le': '0.30', 'lle': '2.55', 'sei': '13.59'}",B
428,CHEMBL102674,,O=C(O)CN1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,8.22,IC50,=,6.0,nM,"{'bei': '18.83', 'le': '0.35', 'lle': '4.58', 'sei': '12.84'}",B
429,CHEMBL99909,,O=C(O)[C@@H](C1CCCC1)N1C[C@H](CN2CCC(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,9.70,IC50,=,0.2,nM,"{'bei': '19.85', 'le': '0.37', 'lle': '3.62', 'sei': '22.15'}",B
430,CHEMBL322422,,Cn1nnnc1-c1ccc(CCCC2(O)CCN(C[C@H]3CN(CC4CCCCC4)C[C@@H]3c3ccccc3)CC2)cc1,9.70,IC50,=,0.2,nM,"{'bei': '17.42', 'le': '0.32', 'lle': '4.38', 'sei': '13.79'}",B
431,CHEMBL103790,,C[n+]1n[nH]c(-c2ccc(CCCC3(O)CCN(C[C@H]4CN(CC5CCCCC5)C[C@@H]4c4ccccc4)CC3)cc2)n1,9.40,IC50,=,0.4,nM,"{'bei': '16.85', 'le': '0.31', 'lle': '4.66', 'sei': '13.02'}",B
432,CHEMBL319593,,OC1(CCCc2ccc(-c3nnn[nH]3)cc2)CCN(C[C@H]2CN(CC3CCCCC3)C[C@@H]2c2ccccc2)CC1,9.70,IC50,=,0.2,nM,"{'bei': '17.87', 'le': '0.33', 'lle': '4.39', 'sei': '11.95'}",B
433,CHEMBL100336,,O=C(O)Cc1ccc(CCCC2(O)CCN(C[C@H]3CN(CC4CCCCC4)C[C@@H]3c3ccccc3)CC2)cc1,8.30,IC50,=,5.0,nM,"{'bei': '15.58', 'le': '0.29', 'lle': '2.54', 'sei': '12.97'}",B
434,CHEMBL100958,,COC(=O)[C@H](C1CCCCC1)N1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,8.40,IC50,=,4.0,nM,"{'bei': '15.76', 'le': '0.29', 'lle': '2.73', 'sei': '15.84'}",B
435,CHEMBL317710,,OC1(CCCc2ccccc2)CCN(C[C@H]2CN(CC3CCCCC3)C[C@@H]2c2ccccc2)CC1,9.52,IC50,=,0.3,nM,"{'bei': '20.06', 'le': '0.37', 'lle': '3.39', 'sei': '35.65'}",B
436,CHEMBL101961,,O=C(O)[C@@H](c1ccccc1)N1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,9.10,IC50,=,0.8,nM,"{'bei': '17.74', 'le': '0.33', 'lle': '3.72', 'sei': '14.21'}",B
437,CHEMBL318210,,CC(C)[C@H](C(=O)O)N1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,8.70,IC50,=,2.0,nM,"{'bei': '18.17', 'le': '0.34', 'lle': '4.04', 'sei': '13.59'}",B
438,CHEMBL323370,,OC1(CCCc2ccccn2)CCN(C[C@H]2CN(CC3CCCCC3)C[C@@H]2c2ccccc2)CC1,8.15,IC50,=,7.0,nM,"{'bei': '17.14', 'le': '0.32', 'lle': '2.62', 'sei': '20.59'}",B
439,CHEMBL322603,,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,9.30,IC50,=,0.5,nM,"{'bei': '17.93', 'le': '0.33', 'lle': '3.71', 'sei': '14.53'}",B
440,CHEMBL316475,,O=C(O)[C@@H](CC1CC1)N1C[C@H](CN2CCC(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,10.00,IC50,=,0.1,nM,"{'bei': '21.07', 'le': '0.39', 'lle': '4.31', 'sei': '22.84'}",B
441,CHEMBL100596,,O=C(O)[C@H](C1CCCCC1)N1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,8.30,IC50,=,5.0,nM,"{'bei': '16.00', 'le': '0.30', 'lle': '2.71', 'sei': '12.97'}",B
442,CHEMBL322232,,O=C(OCc1ccccc1)[C@H](C1CCCCC1)N1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,7.62,IC50,=,24.0,nM,"{'bei': '12.51', 'le': '0.23', 'lle': '0.38', 'sei': '14.37'}",B
443,CHEMBL432596,,O=C(O)Cc1cccc(CCCC2(O)CCN(C[C@H]3CN(CC4CCCCC4)C[C@@H]3c3ccccc3)CC2)c1,8.22,IC50,=,6.0,nM,"{'bei': '15.43', 'le': '0.29', 'lle': '2.46', 'sei': '12.84'}",B
444,CHEMBL319593,,OC1(CCCc2ccc(-c3nnn[nH]3)cc2)CCN(C[C@H]2CN(CC3CCCCC3)C[C@@H]2c2ccccc2)CC1,9.70,IC50,=,0.2,nM,"{'bei': '17.87', 'le': '0.33', 'lle': '4.39', 'sei': '11.95'}",B
445,CHEMBL419895,,OC1(CCCc2cccnc2)CCN(C[C@H]2CN(CC3CCCCC3)C[C@@H]2c2ccccc2)CC1,8.22,IC50,=,6.0,nM,"{'bei': '17.28', 'le': '0.32', 'lle': '2.69', 'sei': '20.76'}",B
446,CHEMBL102675,,C[C@H](C(=O)O)N1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,8.52,IC50,=,3.0,nM,"{'bei': '18.91', 'le': '0.35', 'lle': '4.50', 'sei': '13.31'}",B
447,CHEMBL103268,,O=C(O)c1ccccc1CCCC1(O)CCN(C[C@H]2CN(CC3CCCCC3)C[C@@H]2c2ccccc2)CC1,7.00,IC50,=,100.0,nM,"{'bei': '13.49', 'le': '0.25', 'lle': '1.17', 'sei': '10.94'}",B
448,CHEMBL318909,,O=C(O)c1cccc(CCCC2(O)CCN(C[C@H]3CN(CC4CCCCC4)C[C@@H]3c3ccccc3)CC2)c1,8.52,IC50,=,3.0,nM,"{'bei': '16.43', 'le': '0.31', 'lle': '2.69', 'sei': '13.31'}",B
449,CHEMBL102826,,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,10.00,IC50,=,0.1,nM,"{'bei': '19.89', 'le': '0.37', 'lle': '3.53', 'sei': '22.84'}",B
450,CHEMBL99788,,COC(=O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,9.00,IC50,=,1.0,nM,"{'bei': '16.89', 'le': '0.32', 'lle': '3.33', 'sei': '16.98'}",B
451,CHEMBL103343,,OC[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,9.00,IC50,=,1.0,nM,"{'bei': '17.83', 'le': '0.33', 'lle': '3.51', 'sei': '19.17'}",B
452,CHEMBL318681,,O=C(O)[C@@H](C1CC1)N1C[C@H](CN2CCC(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,8.52,IC50,=,3.0,nM,"{'bei': '18.50', 'le': '0.34', 'lle': '3.22', 'sei': '19.47'}",B
453,CHEMBL320386,,O=C(O)[C@@H](C1CCC1)N1C[C@H](CN2CCC(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,10.00,IC50,=,0.1,nM,"{'bei': '21.07', 'le': '0.39', 'lle': '4.31', 'sei': '22.84'}",B
454,CHEMBL322603,,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,9.30,IC50,=,0.5,nM,"{'bei': '17.93', 'le': '0.33', 'lle': '3.71', 'sei': '14.53'}",B
455,CHEMBL322693,,CC(C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3ccc(F)cc3)CC2)[C@@H](c2ccccc2)C1,7.44,IC50,=,36.0,nM,"{'bei': '16.97', 'le': '0.32', 'lle': '2.61', 'sei': '17.00'}",B
456,CHEMBL420465,,OC1(CCCc2ccc(Cc3nnn[nH]3)cc2)CCN(C[C@H]2CN(CC3CCCCC3)C[C@@H]2c2ccccc2)CC1,9.00,IC50,=,1.0,nM,"{'bei': '16.16', 'le': '0.30', 'lle': '3.76', 'sei': '11.09'}",B
457,CHEMBL103782,,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3ccc(F)cc3)CC2)[C@@H](c2ccccc2)C1,8.40,IC50,=,4.0,nM,"{'bei': '17.55', 'le': '0.33', 'lle': '2.65', 'sei': '19.18'}",B
458,CHEMBL20896,,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,10.00,IC50,=,0.1,nM,"{'bei': '20.46', 'le': '0.38', 'lle': '3.92', 'sei': '22.84'}",B
459,CHEMBL317908,,OC1(CCCc2ccncc2)CCN(C[C@H]2CN(CC3CCCCC3)C[C@@H]2c2ccccc2)CC1,7.92,IC50,=,12.0,nM,"{'bei': '16.65', 'le': '0.31', 'lle': '2.39', 'sei': '20.00'}",B
460,CHEMBL318406,,CC(C)[C@H](C(=O)O)N1C[C@H](CN2CCC(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,9.15,IC50,=,0.7,nM,"{'bei': '19.79', 'le': '0.37', 'lle': '3.60', 'sei': '20.91'}",B
461,CHEMBL101333,,O=C(OCc1ccccc1)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,8.44,IC50,=,3.6,nM,"{'bei': '13.87', 'le': '0.26', 'lle': '1.20', 'sei': '15.93'}",B
462,CHEMBL425845,,CCn1nc(Cc2ccc(Oc3ccccc3)cc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1,9.22,IC50,=,0.6,nM,"{'bei': '14.44', 'le': '0.27', 'lle': '1.79', 'sei': '13.02'}",B
463,CHEMBL20988,,N#Cc1ccc(CCCC2CCN(C[C@H]3CN([C@H](CC4CCC4)C(=O)O)C[C@@H]3c3cccc(F)c3)CC2)cc1,9.52,IC50,=,0.3,nM,"{'bei': '17.91', 'le': '0.33', 'lle': '3.43', 'sei': '14.09'}",B
464,CHEMBL177071,,CCn1nc(Cc2ccccc2F)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)(C)C)C[C@@H]2c2cccc(F)c2)CC1,9.30,IC50,=,0.5,nM,"{'bei': '16.07', 'le': '0.30', 'lle': '3.13', 'sei': '15.10'}",B
465,CHEMBL366400,,CCn1nc(Cc2cccc(C#N)c2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1,8.77,IC50,=,1.7,nM,"{'bei': '15.34', 'le': '0.29', 'lle': '3.26', 'sei': '10.27'}",B
466,CHEMBL177156,,CCn1nc(Cc2ccc(S(=O)(=O)c3ccccc3)cc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1,8.89,IC50,=,1.3,nM,"{'bei': '12.94', 'le': '0.25', 'lle': '2.42', 'sei': '9.28'}",B
467,CHEMBL177033,,CCn1nc(Cc2ccc(OC3CCC3)cc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)(C)C)C[C@@H]2c2cccc(F)c2)CC1,9.15,IC50,=,0.7,nM,"{'bei': '14.51', 'le': '0.27', 'lle': '2.19', 'sei': '12.93'}",B
468,CHEMBL278117,,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(CC[S+]([O-])c3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,9.30,IC50,=,0.5,nM,"{'bei': '16.65', 'le': '0.33', 'lle': '3.77', 'sei': '13.92'}",B
469,CHEMBL20598,,CC(O)(CCC1CCN(C[C@H]2CN([C@H](CC3CC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1)c1ccc(F)cc1,8.80,IC50,=,1.6,nM,"{'bei': '16.27', 'le': '0.31', 'lle': '3.17', 'sei': '13.74'}",B
470,CHEMBL176604,,CCOc1ccc(Cc2cc(C3CCN(C[C@H]4CN([C@@H](C(=O)O)C(C)(C)C)C[C@@H]4c4cccc(F)c4)CC3)n(CC)n2)cc1,9.05,IC50,=,0.9,nM,"{'bei': '14.96', 'le': '0.28', 'lle': '2.62', 'sei': '12.77'}",B
471,CHEMBL175394,,CCCOc1ccc(Cc2cc(C3CCN(C[C@H]4CN([C@@H](C(=O)O)C5CCCCC5)C[C@@H]4c4cccc(F)c4)CC3)n(CC)n2)cc1,9.15,IC50,=,0.7,nM,"{'bei': '14.20', 'le': '0.27', 'lle': '1.80', 'sei': '12.93'}",B
472,CHEMBL171958,,CCn1nc(Cc2ccc(OC3CC3)cc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2cccc(F)c2)CC1,9.70,IC50,=,0.2,nM,"{'bei': '15.09', 'le': '0.28', 'lle': '2.60', 'sei': '13.69'}",B
473,CHEMBL367416,,CC[C@@H](C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cc(Cc4ccc(-c5ccccc5)cc4)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1,9.30,IC50,=,0.5,nM,"{'bei': '14.60', 'le': '0.27', 'lle': '1.61', 'sei': '15.10'}",B
474,CHEMBL367897,,CC[C@H](C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cc(Cc4cccc(NC)c4)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1,9.30,IC50,=,0.5,nM,"{'bei': '15.77', 'le': '0.30', 'lle': '3.23', 'sei': '12.63'}",B
475,CHEMBL355809,,CCCOc1ccc(Cc2cc(C3CCN(C[C@H]4CN([C@@H](C(=O)O)C(C)(C)C)C[C@@H]4c4cccc(F)c4)CC3)n(CC)n2)cc1,9.10,IC50,=,0.8,nM,"{'bei': '14.70', 'le': '0.28', 'lle': '2.28', 'sei': '12.84'}",B
476,CHEMBL262402,,CCn1nc(Cc2ccc(Oc3ccccc3)cc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)(C)C)C[C@@H]2c2cccc(F)c2)CC1,9.40,IC50,=,0.4,nM,"{'bei': '14.40', 'le': '0.27', 'lle': '1.58', 'sei': '13.27'}",B
477,CHEMBL366868,,CC[C@H](C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cc(Cc4ccc(C(C)C)cc4)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1,9.52,IC50,=,0.3,nM,"{'bei': '15.80', 'le': '0.30', 'lle': '2.37', 'sei': '15.46'}",B
478,CHEMBL278383,,O=C(O)[C@@H](CC1CC1)N1C[C@H](CN2CCC(CCC3(c4ccc(F)cc4)OCCO3)CC2)[C@@H](c2cccc(F)c2)C1,8.43,IC50,=,3.7,nM,"{'bei': '14.83', 'le': '0.28', 'lle': '2.80', 'sei': '13.55'}",B
479,CHEMBL366494,,CCn1nc(Cc2ccc(C(F)(F)F)cc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2cccc(F)c2)CC1,8.82,IC50,=,1.5,nM,"{'bei': '13.48', 'le': '0.26', 'lle': '1.24', 'sei': '14.32'}",B
480,CHEMBL172820,,CCn1nc(Cc2cccc(C#N)c2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)(C)C)C[C@@H]2c2cccc(F)c2)CC1,9.00,IC50,=,1.0,nM,"{'bei': '15.36', 'le': '0.29', 'lle': '3.10', 'sei': '10.54'}",B
481,CHEMBL173583,,CCCCOc1ccc(Cc2cc(C3CCN(C[C@H]4CN([C@@H](C(=O)O)C(C)C)C[C@@H]4c4cccc(F)c4)CC3)n(CC)n2)cc1,9.30,IC50,=,0.5,nM,"{'bei': '15.03', 'le': '0.28', 'lle': '2.48', 'sei': '13.13'}",B
482,CHEMBL176391,,CCn1nc(Cc2ccc(F)c(F)c2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1,8.96,IC50,=,1.1,nM,"{'bei': '15.37', 'le': '0.29', 'lle': '3.04', 'sei': '14.54'}",B
483,CHEMBL172327,,CCCCOc1ccc(Cc2cc(C3CCN(C[C@H]4CN([C@@H](C(=O)O)C5CCCCC5)C[C@@H]4c4cccc(F)c4)CC3)n(CC)n2)cc1,9.10,IC50,=,0.8,nM,"{'bei': '13.81', 'le': '0.26', 'lle': '1.36', 'sei': '12.84'}",B
484,CHEMBL177648,,CC[C@H](C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cc(Cc4ccc(OCc5ccccc5)cc4)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1,9.15,IC50,=,0.7,nM,"{'bei': '13.73', 'le': '0.26', 'lle': '1.54', 'sei': '12.93'}",B
485,CHEMBL369659,,CC[C@@H](C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cc(Cc4ccc(OC(F)(F)F)cc4)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1,9.22,IC50,=,0.6,nM,"{'bei': '14.30', 'le': '0.27', 'lle': '2.29', 'sei': '13.02'}",B
486,CHEMBL369235,,CCn1nc(Cc2ccc3ccccc3c2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)(C)C)C[C@@H]2c2cccc(F)c2)CC1,9.70,IC50,=,0.2,nM,"{'bei': '15.88', 'le': '0.29', 'lle': '2.52', 'sei': '15.75'}",B
487,CHEMBL354413,,CCn1nc(Cc2ccc(S(=O)(=O)c3ccccc3)cc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2cccc(F)c2)CC1,9.10,IC50,=,0.8,nM,"{'bei': '12.51', 'le': '0.24', 'lle': '1.71', 'sei': '9.50'}",B
488,CHEMBL173254,,CCn1nc(Cc2ccc(OC3CCC3)cc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1,9.22,IC50,=,0.6,nM,"{'bei': '14.95', 'le': '0.28', 'lle': '2.65', 'sei': '13.02'}",B
489,CHEMBL440554,,CC[C@H](C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cc(Cc4ccc(OC(F)(F)F)cc4)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1,8.96,IC50,=,1.1,nM,"{'bei': '13.89', 'le': '0.27', 'lle': '2.03', 'sei': '12.65'}",B
